"column1","column2","column3"
"s1694","Beyblade Burst Rise","After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace."
"s1697","Polly Pocket","After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power."
"s1698","Survivor","In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor."
"s1699","The Crown","This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century."
"s1702","American Horror Story","This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil."
"s1707","The Minions of Midas","A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid."
"s1709","Ethos","A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine."
"s1712","Graceful Friends","When a sudden death brings everyone’s dirty secrets to the surface, the lives and marriages of a group of close-knit friends unravel out of control."
"s1716","A Queen Is Born","Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show."
"s1717","Aunty Donna's Big Ol' House of Fun","Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters."
"s1718","The Liberator","A diverse, deeply brave crew of ragtag soldiers become some of the most heroic fighters of the European invasion in World War II. Based on true events."
"s1719","Trial 4","Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism."
"s1722","A Lion in the House","Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years."
"s1723","DASH & LILY","Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City."
"s1724","Bakugan: Armored Alliance","Dan Kouzo and his crew of heroic brawlers battle both challengers and powerful, evil forces as they work to protect humans and the Bakugan."
"s1725","Bakugan: Battle Planet","Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world."
"s1727","Country Ever After","Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series."
"s1731","Wrong Kind of Black","In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination."
"s1734","Carmel: Who Killed Maria Marta?","A woman is found dead in her bathtub, with a puddle of blood nearby. Her husband theorizes she had an accident. But an autopsy tells a different story."
"s1738","Paranormal","After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations."
"s1741","Love & Anarchy","A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives."
"s1747","Can You Hear Me?","Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families."
"s1749","60 Days In","Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries."
"s1751","Dawson's Creek","This nighttime soap about a group of close-knit teens frankly depicts the issues of adolescence that obsess young adults, including sex, sex and sex."
"s1755","Forged in Fire","Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges."
"s1756","Leah Remini: Scientology and the Aftermath","Former Scientology members share detailed accounts of alleged abuse and harassment by the Church in this docuseries from actress Leah Remini."
"s1757","LEGO Jurassic World: Legend of Isla Nublar","At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters."
"s1758","LEGO Jurassic World: Secret Exhibit","A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit."
"s1759","LEGO Ninjago","While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested."
"s1760","LEGO Ninjago: Masters of Spinjitzu","Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld."
"s1761","LEGO: CITY Adventures","In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness."
"s1766","The Garfield Show","Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie."
"s1767","The Good Detective","When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths."
"s1770","Voice","A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder."
"s1772","Afronta! Facing It!","This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community."
"s1774","Zumbo's Just Desserts","Dessert wizard Adriano Zumbo looks for the next “Willy Wonka�? in this tense competition that finds skilled amateurs competing for a $100,000 prize."
"s1779","Kongsuni and Friends","A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons."
"s1780","Marvel's Agents of S.H.I.E.L.D.","Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats."
